198.99736	197.19736	79904.35139	18385.85272
195.9946	194.1946	80941.30581	17192.39832
193.0022	191.2022	83285.46153	16044.5099
189.93942	188.13942	83777.00919	14937.96919
186.93144	185.13144	84662.40512	13832.78727
183.94501	182.14501	84520.35158	12916.72294
180.93259	179.13259	84141.87438	11903.96148
177.96719	176.16719	82767.27921	11174.17451
174.96536	173.16536	86120.40409	10525.23341
171.96541	170.16541	88600.75259	9795.088441
168.9579	167.1579	89264.91169	9320.337248
165.95299	164.15299	92092.46526	8520.577976
163.00471	161.20471	87603.30151	7974.477564
159.96143	158.16143	86648.99735	7262.236781
157.00932	155.20932	82956.14872	6724.886314
154.01074	152.21074	89880.43747	6359.327075
151.0002	149.2002	89246.08371	5838.228635
148.01138	146.21138	85095.49012	5341.358905
145.01686	143.21686	87271.14842	4956.787353
141.99759	140.19759	87459.96064	4541.620544
138.99815	137.19815	84599.27448	4143.669211
136.00366	134.20366	84282.01949	3854.256838
133.01015	131.21015	96960.79729	3703.579961
130.00607	128.20607	117316.5371	3637.779647
126.99619	125.19619	118300.6205	3554.810234
123.99899	122.19899	137345.9244	3426.614243
120.99858	119.19858	155623.6727	3361.092653
117.99467	116.19467	183760.1416	3255.426069
115.00686	113.20686	224978.9951	3138.222455
111.99516	110.19516	225975.7497	2961.913894
108.99589	107.19589	238702.5181	2824.149069
105.9987	104.1987	252023.6754	2647.587392
102.99708	101.19708	257207.6703	2434.36211
100.02046	98.22046	270284.7903	2324.545737
96.99811	95.19811	272349.3184	2162.734348
93.99914	92.19914	276155.2773	2048.40493
90.99817	89.19817	288223.9428	2102.512354
87.99773	86.19773	348399.6189	2066.217033
84.99905	83.19905	379028.9016	1814.469311
82.00043	80.20043	450231.3609	1788.668817
78.99821	77.19821	450696.88	1670.164574
77.98037	76.18037	479381.1662	1616.015776
76.98264	75.18264	476760.3198	1609.194327
75.98129	74.18129	489600.7715	1589.623201
74.98634	73.18634	495740.7469	1574.670396
73.98557	72.18557	497064.4186	1532.496504
72.97832	71.17832	484752.4137	1502.60046
71.98615	70.18615	478228.8394	1458.871105
70.9872	69.1872	467671.7269	1371.430574
69.98749	68.18749	409118.4155	1146.77542
69.99669	68.19669	421980.7342	827.5893069
69.01311	67.21311	122865.8743	746.9087015
68.0443	66.2443	86739.95895	613.3975078
67.02403	65.22403	52703.98725	512.0456298
66.0253	64.2253	43702.56507	480.5867459
65.03773	63.23773	42575.38237	466.6790654
64.01626	62.21626	44308.39606	463.7898723
63.01622	61.21622	45876.55014	456.5551879
61.95627	60.15627	46674.20464	454.8818379
60.96627	59.16627	49475.38236	449.8426262
59.98268	58.18268	51527.15916	442.1805015
58.98186	57.18186	52779.50028	434.8757303
57.97435	56.17435	54577.16535	431.6554617
56.98467	55.18467	56761.04036	421.8863729
55.99359	54.19359	57507.26684	420.4087042
54.99799	53.19799	60366.81235	412.4151831
53.99834	52.19834	61576.86964	410.5170766
53.00135	51.20135	66220.4455	405.1992667
51.99709	50.19709	66303.53935	404.6153109
50.98945	49.18945	71465.49745	409.3376795
49.9905	48.1905	57875.74494	413.8897635
48.99908	47.19908	64808.53305	415.0937617
48.00274	46.20274	73160.73457	411.7166198
47.0009	45.2009	77204.16716	409.1714275
45.99903	44.19903	77098.61416	408.5083371
45.6008	43.8008	86460.8296	409.3743618
45.18603	43.38603	86902.96451	407.0492204
44.82789	43.02789	89181.43737	404.1711861
44.3688	42.5688	89682.63292	407.6427073
43.97478	42.17478	94363.05751	407.721759
43.57996	41.77996	98017.93931	408.9778172
