43.17244	41.37244	104767.1556	424.8392384
42.76848	40.96848	120884.6769	441.2175956
42.36951	40.56951	140386.817	461.9989929
41.96537	40.16537	168044.5676	493.9396419
41.56069	39.76069	206540.2163	522.5720117
41.16402	39.36402	244091.4422	547.9353736
40.75379	38.95379	284901.0425	578.8108296
40.35926	38.55926	325415.1685	590.2604391
39.95647	38.15647	349913.7837	601.5253138
39.55648	37.75648	366505.9563	597.8759481
39.18527	37.38527	368024.9695	589.453296
38.74972	36.94972	359316.0761	581.2516312
38.34723	36.54723	347761.0656	568.2860955
37.98819	36.18819	337193.5501	563.8073675
37.54594	35.74594	327939.5137	549.6980965
37.14018	35.34018	315927.348	545.3681904
36.74107	34.94107	308393.2573	535.5342393
36.34153	34.54153	299523.4654	530.2840802
35.93778	34.13778	292678.5746	519.2207569
35.53637	33.73637	282778.7369	504.8789027
35.13132	33.33132	273843.8905	499.7451366
34.73112	32.93112	269736.4996	488.9395276
34.33253	32.53253	267903.5627	486.7541743
33.93048	32.13048	269981.2853	480.539552
33.52995	31.72995	270420.175	476.9844712
33.12707	31.32707	269770.9111	469.6056937
32.72217	30.92217	264348.6513	460.1610796
32.32238	30.52238	258106.9105	456.1557025
31.92336	30.12336	252664.3895	448.8675102
31.51787	29.71787	256105.1084	458.6129651
31.11747	29.31747	280902.4541	478.0132467
30.71273	28.91273	332888.8927	516.8631312
30.30986	28.50986	399423.2947	545.4079637
29.91117	28.11117	448567.4333	561.1928536
29.50909	27.70909	460316.6784	548.7183925
29.10906	27.30906	436044.6485	531.0201021
28.706	26.906	404991.1273	513.9292017
28.30353	26.50353	386690.8952	508.9168212
27.90271	26.10271	379648.4097	504.1654262
27.49921	25.69921	379711.5312	509.3244645
27.09758	25.29758	380320.4862	506.3318629
26.69804	24.89804	378904.8908	511.284592
26.29902	24.49902	377068.0554	508.880672
25.89291	24.09291	376530.1612	512.776978
25.49468	23.69468	375821.8458	513.3107775
25.09333	23.29333	373290.229	518.0163092
24.69106	22.89106	360032.1859	502.9576845
24.28928	22.48928	340505.2749	494.1935441
23.88684	22.08684	343588.9132	495.4808109
23.4857	21.6857	383921.3322	519.3839393
23.0836	21.2836	433708.5274	532.2385984
22.68107	20.88107	479590.2589	550.4867999
22.2789	20.4789	505449.3485	557.2545663
21.87755	20.07755	528547.6187	571.051485
21.47462	19.67462	544574.7255	576.973022
21.07277	19.27277	557563.5438	595.975104
20.67101	18.87101	558615.9468	599.4335169
20.26872	18.46872	572760.2723	612.8904888
19.86562	18.06562	590795.8569	615.7348822
19.46418	17.66418	611981.8172	628.4278524
19.06231	17.26231	618139.8525	629.1332477
18.66052	16.86052	603462.6772	626.0659224
18.25909	16.45909	600316.2956	621.1864339
17.85815	16.05815	621845.0991	630.5296796
17.45465	15.65465	556912.6108	552.5036803
17.05237	15.25237	365569.0841	447.0433515
16.64994	14.84994	286380.5113	429.796527
16.24792	14.44792	271589.2411	437.2865567
15.84591	14.04591	255125.1163	428.3703831
15.44411	13.64411	286346.4094	459.8768549
15.04261	13.24261	340073.4325	489.1723663
14.64105	12.84105	365859.5581	502.2231415
14.23852	12.43852	398106.4262	517.6798368
13.83609	12.03609	411799.9847	530.9741066
13.43379	11.63379	415172.2459	539.4334939
13.03178	11.23178	424084.574	562.6907193
12.62942	10.82942	426926.027	569.8191162
12.22757	10.42757	439273.5472	595.12865
11.82504	10.02504	450163.7772	615.0747038
11.42302	9.62302	466077.6345	653.3669175
11.02086	9.22086	475952.7311	673.2321338
10.61891	8.81891	467576.328	706.1221995
10.21673	8.41673	539227.3875	795.4852207
9.81461	8.01461	622123.5294	891.0217005
9.41258	7.61258	585110.674	875.6864816
9.01135	7.21135	563072.876	921.0206286
8.60858	6.80858	515197.3031	921.3340829
8.2063	6.4063	442292.2242	868.9574645
7.80431	6.00431	367712.4962	831.7224719
7.40287	5.60287	311512.2992	847.6531387
7.00234	5.20234	207218.2151	754.5381001
